"longitude","latitude","station_name"
"967263",-84.7981,35.2203,"CLEVELAND FLTR PLT"
"967264",-116.7614,33.2372,"HENSHAW DAM"
"967266",-89.41,36.0003,"DYERSBURG III GOLF"
"967267",-117.395,33.2097,"OCEANSIDE MARINA"
"967268",-97.67,35.1183,"BLANCHARD 2 SSW"
"967271",-65.6408,18.255,"ROOSEVELT ROADS"
"967272",-111.435,40.9656,"ECHO DAM"
"967273",-91.2494,39.6361,"SAVERTON LOCK AND DAM 22"
"967274",-71.005,42.0478,"BROCKTON"
"967275",-109.7258,40.99,"MANILA"
"967276",-98.0603,32.7817,"MINERAL WELLS AP"
"967278",-119.0644,39.4689,"LAHONTAN DAM"
"967279",-108.54,39.1342,"GRAND JUNCTION WALKER FLD"
"967280",-116.9903,43.8764,"NYSSA"
"967282",-106.6872,35.7783,"JEMEZ SPRINGS"
"967283",-68.0172,46.8706,"CARIBOU MUNI AP"
"967285",-89.5572,31.6419,"COLLINS"
"967286",-119.9061,46.6461,"PRIEST RAPIDS DAM"
"967287",-101.7089,35.2333,"AMARILLO"
"967288",-94.0075,33.4536,"TEXARKANA WEBB FLD"
"967289",-86.0536,34.6736,"SCOTTSBORO"
"967290",-119.1575,38.9992,"YERINGTON"
"967291",-70.7803,43.4569,"SANFORD 2 NNW"
"967292",-117.1333,32.8667,"SAN DIEGO MIRAMAR NAS"
"967293",-96.9408,37.2889,"WINFIELD 3NE"
"967295",-72.1233,42.6325,"BIRCH HILL DAM"
"967296",-118.3411,33.8017,"TORRANCE AP"
"967297",-77.9206,34.3208,"WILMINGTON 7 N"
"967299",-119.3514,40.655,"GERLACH"
"967300",-118.1,34.1061,"SAN GABRIEL FIRE DEPT"
"967301",-88.29,39.795,"TUSCOLA"
"967302",-108.3906,44.4972,"EMBLEM"
"967303",-135.3647,57.0481,"SITKA AIRPORT"
"967306",-80.0772,34.9603,"WADESBORO"
"967307",-75.5011,40.12,"PHOENIXVILLE 1 E"
"967308",-97.1642,33.8761,"MARIETTA 5SW"
"967309",-73.7622,40.6386,"NEW YORK JFK INTL AP"
"967311",-88.1342,32.8347,"GAINESVILLE LOCK"
"967312",-113.5203,47.2142,"SEELEY LAKE RS"
"967314",-73.7075,41.0669,"WESTCHESTER CO AP"
"967315",-81.7119,38.8172,"RIPLEY"
"967317",-112.0672,43.5164,"IDAHO FALLS FANNING FLD"
"967318",-83.3056,35.5158,"OCONALUFTEE"
"967319",-97.45,32.7667,"FT WORTH NAS"
"967321",-93.7336,42.72,"CLARION"
"967322",-72.5072,43.6303,"WOODSTOCK"
"967323",-112.0775,38.7619,"RICHFIELD RADIO KSVC"
"967324",-75.5414,39.7739,"WILMINGTON PORTER RES"
"967326",-91.5158,40.1433,"CANTON L&D 20"
"967327",-97.4061,32.3139,"CLEBURNE"
"967330",-87.6456,37.7558,"HENDERSON 8 SSW"
"967331",-116.2153,33.7086,"INDIO FIRE STN"
"967332",-112.1689,37.6411,"BRYCE CANYON NP HQRS"
"967333",-96.8556,32.8519,"DALLAS LOVE FLD"
"967334",-99.2964,34.8847,"ALTUS DAM"
"967336",-116.4728,32.6233,"CAMPO"
"967337",-80.6275,40.5261,"NEW CUMBERLAND L/D"
"967338",-98.9089,30.2392,"FREDERICKSBURG"
"967339",-113.1875,33.9433,"AGUILA"
"967340",-83.7833,30.4922,"MONTICELLO 5 SE"
"967341",-81.9167,40.7833,"WOOSTER EXP STATION"
"967343",-79.4058,40.1275,"DONEGAL 2 NW"
"967344",-76.2742,40.05,"LANCASTER 2NE FLTR PLT"
"967345",-114.0667,43.3086,"PICABO"
"967346",-97.4472,36.5297,"BILLINGS"
"967347",-82.8808,39.9914,"COLUMBUS PORT COLUMBUS INTL AP"
"967348",-95.6833,36.4333,"OOLOGAH DAM"
"967349",-86.6983,38.4558,"DUBOIS S IN FORAGE FM"
"967350",-119.2275,34.4478,"OJAI"
"967351",-97.4378,35.1808,"NORMAN 3SSE"
"967353",-111.8378,41.2578,"PINE VIEW DAM"
"967355",-98.9456,31.7383,"BROWNWOOD 2ENE"
"967356",-110.5328,41.8172,"KEMMERER 2N"
"967357",-111.8033,41.7456,"LOGAN UTAH ST UNIV"
"967358",-76.8617,40.7831,"SELINSGROVE 2 S"
"967359",-86.5258,36.5875,"PORTLAND SEWAGE PLT"
"967360",-90.0964,35.6872,"KEISER"
"967361",-111.8972,40.3603,"UTAH LAKE LEHI"
"967363",-135.7089,58.4111,"GUSTAVUS"
"967364",-98.8797,36.5758,"WAYNOKA"
"967365",-102.1192,39.6567,"BONNY DAM 2NE"
"967367",-94.1642,31.8075,"CENTER"
"967368",-80.06,41.0558,"SLIPPERY ROCK 1 SSW"
"967369",-112.3261,45.5472,"TWIN BRIDGES"
"967373",-105.1175,44.0992,"DILLINGER"
"967376",-78.3203,40.2964,"ALTOONA BLAIR CO AP"
"967377",-95.7469,40.3706,"AUBURN 5 ESE"
"967378",-103.8156,40.26,"FT MORGAN"
"967379",-100.0569,36.85,"GATE"
"967380",-100.7247,37.9272,"GARDEN CITY RGNL AP"
"967381",-110.5411,36.6778,"BETATAKIN"
"967385",-76.4167,38.3,"PATUXENT RIVER NAS"
"967386",-97.6006,35.3889,"OKLAHOMA CITY WILL ROGERS AP"
"967387",-103.5264,46.9161,"MEDORA"
"967388",-104.5867,36.5697,"MAXWELL 3 NW"
"967392",-98.0833,44.0686,"FORESTBURG 4 NNE"
"967400",-100.8883,47.5214,"TURTLE LAKE"
"967402",-145.4511,60.4889,"CORDOVA M K SMITH AP"
"967405",-79.9742,37.3169,"ROANOKE RGNL AP"
"967407",-99.0525,34.9894,"HOBART MUNI AP"
"967408",-100.4144,29.3167,"BRACKETTVILLE"
"967413",-99.3803,40.4517,"HOLDREGE"
"967416",-145.7214,63.9944,"BIG DELTA AP"
"967417",-101.34,37.1639,"HUGOTON"
"967419",-91.4172,34.4744,"STUTTGART 9 ESE"
"967421",-97.2392,46.3911,"MC LEOD 3 E"
"967423",-78.9664,39.0461,"MOOREFIELD 1 SSE"
"967424",-109.8369,32.2553,"WILLCOX"
"967425",-154.9089,59.7494,"ILIAMNA AP"
"967427",-107.2547,40.4928,"HAYDEN"
"967435",-111.42,37.905,"BOULDER"
"967438",-99.455,44.5222,"HIGHMORE 1 W"
"967440",-98.01,48.0356,"PETERSBURG 2 N"
"967441",-79.2067,37.3208,"LYNCHBURG RGNL AP"
"967444",-97.8747,36.4194,"ENID"
"967450",-108.9092,45.3261,"BRIDGER 2 N"
"967451",-81.8033,36.4739,"MTN CITY 2"
"967454",-103.7714,44.3533,"LEAD"
"967456",-98.3,45.725,"COLUMBIA 8 N"
"967457",-99.17,36.2283,"MUTUAL"
"967458",-100.7078,43.8894,"MURDO"
"967462",-75.8217,37.5831,"PAINTER 2W"
"967465",-99.4339,31.8281,"COLEMAN"
"967467",-98.7131,43.7292,"WHITE LAKE"
"967472",-82.4128,40.0875,"NEWARK WATER WKS"
"967473",-82.9433,40.1264,"WESTERVILLE"
"967475",-147.8611,64.8569,"UNIVERSITY EXP STN"
"967476",-99.7689,36.2967,"GAGE AP"
"967477",-145.7531,60.5561,"CORDOVA NORTH"
"967478",-109.045,44.5147,"CODY"
"967482",-84.6717,39.0431,"CINCINNATI NORTHERN KY AP"
"967484",-79.0844,38.1692,"STAUNTON WATER TRMTMT PLT"
"967487",-96.5042,45.8081,"WHEATON"
"967491",-90.3775,31.9461,"CRYSTAL SPGS EXP STN"
"967494",-108.5422,45.8069,"BILLINGS LOGAN INTL AP"
"967498",-104.9456,36.4661,"CIMARRON 4 SW"
"967502",-108.7261,42.8153,"LANDER HUNT FLD AP"
"967505",-76.75,39.9167,"YORK 3 SSW PUMP STN"
"967508",-78.0061,38.0422,"LOUISA"
"967513",-106.7469,35.9478,"WOLF CANYON"
"967514",-79.9164,39.6428,"MORGANTOWN HART FLD"
"967515",-91.9875,30.205,"LAFAYETTE RGNL AP"
"967516",-109.2256,48.5883,"CHINOOK"
"967519",-100.5264,32.4481,"ROSCOE"
"967520",-106.6336,45.8944,"COLSTRIP"
"967522",-147.8483,64.8603,"COLLEGE OBSY"
"967523",-76.1922,36.9033,"NORFOLK INTL AP"
"967524",-87.5206,38.0442,"EVANSVILLE REGIONAL AP"
"967529",-76.0333,36.8167,"OCEANA NAS"
"967530",-77.04,37.7433,"WALKERTON 2 NW"
"967532",-97.595,46.0333,"FORMAN 5 SSE"
"967533",-106.2314,45.8161,"BRANDENBERG"
"967534",-151.2392,60.5797,"KENAI MUNI AP"
"967536",-78.5225,38.0328,"CHARLOTTESVILLE 2W"
"967538",-102.7328,34.2192,"MULESHOE #1"
"967542",-96.2658,47.8881,"RED LAKE FALLS"
"967543",-78.7728,39.3389,"ROMNEY 1 SW"
"967544",-110.6003,46.3619,"LENNEP 5 SW"
"967548",-111.3208,41.825,"LAKETOWN"
"967549",-100.2472,42.065,"PURDUM"
"967551",-76.7683,38.8519,"UPPER MARLBORO 3 NNW"
"967552",-96.0261,36.7683,"BARTLESVILLE F P FLD"
"967558",-79.8528,38.8853,"ELKINS RANDOLPH CO AP"
"967559",-98.7661,46.3694,"EDGELEY 3WNW"
"967561",-113.2686,37.2008,"LA VERKIN"
"967563",-86.4239,36.9647,"BOWLING GREEN WARREN CO AP"
"967566",-106.4636,42.8975,"CASPER NATRONA CO AP"
"967573",-98.7467,42.2031,"CHAMBERS"
"967574",-148.9692,63.7175,"MCKINLEY PARK"
"967576",-111.7111,45.3394,"ENNIS"
"967579",-147.8761,64.8039,"FAIRBANKS INTL AP"
"967580",-145.4589,62.1592,"GULKANA AP"
"967583",-152.1069,65.1744,"TANANA CALHOUN MEM AP"
"967588",-107.8706,46.6006,"MELSTONE"
"967590",-108.1633,43.4053,"BOYSEN DAM"
"967593",-109.8611,40.2842,"FT DUCHESNE"
"967595",-83.9,39.6167,"XENIA 6 SSE"
"967597",-91.0278,30.0719,"DONALDSONVILLE 4 SW"
"967599",-102.3758,33.55,"LEVELLAND"
"967605",-88.8636,36.3444,"MARTIN U OF T BRANCH E"
"967606",-104.1567,46.9878,"WIBAUX 2 E"
"967607",-108.0947,40.5158,"MAYBELL"
"967615",-108.4811,45.7717,"BILLINGS WTP"
"967617",-76.9217,41.2433,"WILLIAMSPORT"
"967618",-76.2833,36.95,"NORFOLK NAS"
"967619",-103.3519,34.1742,"PORTALES"
"967620",-95.8872,36.1994,"TULSA INTL AP"
"967622",-86.4075,32.2997,"MONTGOMERY AP"
"967623",-105.2256,38.46,"CANON CITY"
"967626",-107.9383,45.3128,"YELLOWTAIL DAM"
"967627",-109.9586,40.2878,"ROOSEVELT RADIO"
"967628",-101.6011,44.0511,"PHILIP AP"
"967629",-74.0047,40.2797,"LONG BRANCH OAKHURST"
"967631",-103.0614,39.2814,"FLAGLER 1S"
"967632",-91.3408,31.5889,"NATCHEZ"
"967635",-108.8031,47.0258,"GRASS RANGE"
"967639",-101.6192,44.5208,"MILESVILLE 5 NE"
"967640",-161.8292,60.785,"BETHEL AP"
"967641",-102.8281,33.1869,"PLAINS"
"967643",-76.97,38.9133,"NATL ARBORETUM DC"
"967647",-76.6833,39.1667,"BALTIMORE WASH INTL AP"
"967649",-103.0536,44.0433,"RAPID CITY RGNL AP"
"967651",-93.0589,34.1433,"ARKADELPHIA 2 N"
"967652",-99.8556,42.5522,"AINSWORTH"
"967653",-103.2936,48.9075,"CROSBY"
"967656",-105.0953,39.49,"KASSLER"
"967661",-100.9175,38.4747,"SCOTT CITY"
"967663",-101.7386,43.1803,"MARTIN"
"967670",-98.1136,37.6361,"KINGMAN"
"967671",-90.4708,31.1828,"MCCOMB/PIKE CO/JOHN E LEWIS AP"
"967673",-99.8628,43.9072,"KENNEBEC"
"967674",-75.3789,38.2364,"SNOW HILL 4 N"
"967675",-88.2958,36.2872,"PARIS 2 SE"
"967676",-84.6058,38.0408,"LEXINGTON BLUEGRASS AP"
"967677",-92.1636,36.1092,"CALICO ROCK 2 WSW"
"967678",-77.5692,40.5864,"LEWISTOWN"
"967679",-81.59,38.3794,"CHARLESTON YEAGER AP"
"967681",-103.4775,44.41,"FT MEADE"
"967683",-150.095,62.32,"TALKEETNA AP"
"967684",-101.4897,46.8925,"NEW SALEM 5NW"
"967685",-81.4392,39.345,"PARKERSBURG WOOD CO AP"
"967686",-104.4869,37.1786,"TRINIDAD"
"967687",-90.4581,31.5447,"BROOKHAVEN CITY"
"967688",-77.5214,40.0589,"SHIPPENSBURG"
"967691",-103.1314,32.7264,"HOBBS"
"967692",-100.0356,45.51,"SELBY"
"967693",-99.8733,28.4894,"CARRIZO SPRINGS 3S"
"967697",-99.56,46.2608,"WISHEK"
"967698",-98.2928,46.3547,"LA MOURE"
"967703",-99.1342,45.0364,"FAULKTON 1 NW"
"967704",-109.9503,45.8328,"BIG TIMBER"
"967705",-122.5447,37.9567,"KENTFIELD"
"967707",-159.6586,22.1297,"KANALOHULUHULU 1075"
"967710",-89.055,30.6264,"SAUCIER EXP FOREST"
"967711",-91.5442,29.8233,"FRANKLIN 3 NW"
"967712",-86.3542,39.9961,"WHITESTOWN"
"967713",-79.4,39.4133,"OAKLAND 1 SE"
"967715",-88.8533,38.3483,"MT VERNON 3 NE"
"967716",-152.2817,63.9033,"MINCHUMINA"
"967719",-91.1469,30.5372,"BATON ROUGE RYAN AP"
"967720",-103.7158,39.1894,"LIMON WSMO"
"967721",-81.9197,40.5375,"MILLERSBURG"
"967722",-84.5919,41.1247,"PAULDING"
"967725",-103.2828,44.115,"RAPID CITY 4NW"
"967726",-149.2542,61.5664,"MATANUSKA EXPERIMENT FARM"
"967728",-108.4883,37.1986,"MESA VERDE NP"
"967729",-99.9683,37.7608,"DODGE CITY"
"967730",-108.5931,44.8919,"DEAVER"
"967732",-101.245,33.6517,"CROSBYTON"
"967737",-152.4856,57.7511,"KODIAK AP"
"967738",-98.9814,44.5178,"MILLER"
"967739",-96.2697,44.7183,"CANBY"
"967742",-108.4922,34.3447,"QUEMADO"
"967743",-95.6314,29.4822,"THOMPSONS 3 WSW"
"967744",-101.4542,35.6364,"BORGER"
"967745",-100.1447,44.7317,"ONIDA 4 NW"
"967747",-77.2914,39.6811,"EMMITSBURG 2 SE"
"967749",-101.7981,33.1714,"TAHOKA"
"967750",-77.4833,37.75,"ASHLAND"
"967751",-99.3742,46.0406,"ASHLEY"
"967752",-103.8722,44.5139,"SPEARFISH"
"967753",-96.6028,47.8014,"CROOKSTON NW EXP STA"
"967756",-108.6942,43.2458,"PAVILLION"
"967758",-104.9614,43.4117,"DULL CTR 1SE"
"967761",-100.4792,28.7569,"EAGLE PASS 3N"
"967763",-122.2208,37.7214,"OAKLAND METRO INTL AP"
"967764",-77.3203,37.505,"RICHMOND INTL AP"
"967767",-108.4042,44.8375,"LOVELL"
"967771",-76.1897,38.7144,"ROYAL OAK 2 SSW"
"967773",-85.5997,39.0017,"NORTH VERNON 2 ESE"
"967774",-74.8072,39.6442,"HAMMONTON 1 NE"
"967776",-112.4133,43.0428,"FT HALL 1 NNE"
"967778",-89.9806,34.3061,"BATESVILLE 2 SW"
"967780",-97.1019,36.7367,"PONCA CITY MUNI AP"
"967781",-150.638,64.9989,"MANLEY HOT SPRINGS"
"967782",-98.5825,45.155,"MELLETTE 4 W"
"967785",-99.3847,27.9775,"ENCINAL"
"967787",-82.5567,35.5953,"ASHEVILLE"
"967789",-108.2036,43.6483,"THERMOPOLIS"
"967790",-95.3339,35.7781,"MUSKOGEE"
"967794",-103.6344,41.2453,"KIMBALL 2NE"
"967796",-101.9414,43.7483,"INTERIOR 3 NE"
"967803",-100.9792,37.4414,"SUBLETTE 7WSW"
"967806",-77.3747,38.2022,"CORBIN"
"967808",-106.4136,41.6878,"ELK MTN"
"967809",-107.9058,40.0358,"MEEKER"
"967810",-75.9114,36.6619,"BACK BAY WR"
"967812",-139.6711,59.5119,"YAKUTAT STATE AP"
"967813",-97.5017,43.5525,"BRIDGEWATER"
"967814",-108.5397,46.4414,"ROUNDUP"
"967816",-91.2778,33.8103,"ROHWER 2 NNE"
"967818",-100.2856,44.3814,"PIERRE RGNL AP"
"967819",-101.605,45.0469,"DUPREE"
"967822",-77.0342,38.8483,"WASHINGTON REAGAN AP"
"967823",-77.6394,39.9353,"CHAMBERSBURG 1 ESE"
"967827",-109.8311,46.4328,"HARLOWTON"
"967830",-97.3514,47.4989,"MAYVILLE"
"967831",-84.1911,39.7633,"DAYTON-MCD"
"967835",-90.9719,31.985,"PORT GIBSON 1 NE"
"967836",-88.7064,36.2836,"DRESDEN"
"967841",-149.4167,60.1283,"SEWARD AP"
"967843",-109.0828,37.7158,"CEDAR POINT"
"967846",-102.1356,34.1797,"OLTON"
"967852",-97.0644,29.6339,"FLATONIA 4SE"
"967854",-77.9844,39.4019,"MARTINSBURG E WV RGNL AP"
"967856",-109.2531,45.9636,"RAPELJE"
"967857",-92.3486,32.5133,"CALHOUN RSCH STN"
"967860",-74.955,40.1358,"NESHAMINY FALLS"
"967861",-155.6103,62.9575,"MCGRATH AP"
"967867",-92.3122,43.0453,"NEW HAMPTON"
"967868",-81.0872,26.84,"MOORE HAVEN LOCK 1"
"967872",-81.7522,24.555,"KEY WEST INTL AP"
"967873",-141.2036,64.7856,"EAGLE"
"967875",-121.8514,47.3058,"PALMER 3 ESE"
"967877",-96.4756,42.1506,"WALTHILL 1E"
"967878",-78.4633,35.6408,"CLAYTON WTP"
"967880",-80.2011,26.1019,"FT LAUDERDALE"
"967882",-112.86,32.3697,"AJO"
"967883",-73.3667,41.95,"FALLS VILLAGE"
"967885",-81.5992,27.9378,"MTN LAKE"
"967889",-81.0167,33.9831,"COLUMBIA UNIV OF SC"
"967891",-80.3508,27.4419,"FT PIERCE"
"967893",-81.8614,26.585,"FT MYERS PAGE FLD AP"
"967897",-95.7836,42.1619,"MAPLETON NO.2"
"967902",-95.3808,28.9844,"FREEPORT 2 NW"
"967903",-118.975,44.1383,"SENECA"
"967905",-98.4131,45.4558,"ABERDEEN"
"967906",-94.2228,47.2467,"LEECH LAKE"
"967907",-93.6675,46.5258,"AITKIN 2E"
"967908",-95.6308,44.2394,"TRACY"
"967913",-81.3897,25.8489,"EVERGLADES"
"967915",-117.6569,42.8592,"ROME 2 NW"
"967917",-76.7683,36.6831,"HOLLAND 1 E"
"967923",-88.6183,44.7631,"SHAWANO 2SSW"
"967926",-80.6256,26.8639,"CANAL POINT USDA"
"967927",-87.6236,45.0983,"MARINETTE"
"967928",-121.9614,47.3767,"LANDSBURG"
"967929",-123.5906,48.0164,"ELWHA RS"
"967936",-122.5372,48.7939,"BELLINGHAM INTL AP"
"967941",-80.2428,27.6531,"VERO BEACH INTL AP"
"967950",-122.3292,48.9672,"CLEARBROOK"
"967955",-80.1336,25.8064,"MIAMI BEACH"
"967956",-81.4525,30.6669,"FERNANDINA BEACH"
"967959",-118.7242,34.7436,"SANDBERG"
"967961",-83.4314,35.0592,"COWEETA EXP STN"
"967962",-89.8056,44.3881,"WISCONSIN RAPIDS"
"967971",-159.4044,22.2139,"KILAUEA 1134"
"967973",-76.6014,36.7297,"SUFFOLK LAKE KILBY"
"967976",-82.26,28.3378,"SAINT LEO"
"967978",-82.1278,30.74,"FOLKSTON 9 SW"
"967979",-76.6592,35.8722,"PLYMOUTH 5 E"
"967981",-92.5253,46.7047,"CLOQUET"
"967982",-94.8892,45.9647,"LONG PRAIRIE"
"967990",-122.7928,48.9775,"BLAINE"
"967994",-82.0289,35.7072,"MARION 2 NW"
"967999",-81.6667,30.2333,"JACKSONVILLE NAS"
"968007",-93.4886,39.3594,"CARROLLTON"
"968009",-78.1203,38.2322,"PIEDMONT RSCH STN"
"968018",-122.6667,48.35,"WHIDBEY ISLAND NAS"
"968024",-81.5389,29.755,"FEDERAL POINT"
"968025",-73.8167,43.0333,"SARATOGA SPRINGS 4 SW"
"968027",-82.2517,35.2058,"TRYON"
"968028",-82.6475,35.2719,"PISGAH FOREST 3 NE"
"968029",-80.5936,25.3867,"ROYAL PALM RS"
"968034",-82.8206,31.4889,"DOUGLAS"
"968037",-91.173,32.8067,"LAKE PROVIDENCE"
"968038",-118.6264,45.7206,"PENDLETON BR EXP STN"
"968040",-82.8236,34.6603,"CLEMSON UNIV"
"968043",-82.5575,35.4267,"FLETCHER 3 W"
"968049",-90.7664,34.7392,"MARIANNA 2 S"
"968055",-92.7739,30.6036,"OBERLIN FIRE TWR"
"968059",-82.0778,29.1639,"OCALA"
"968061",-81.325,28.4339,"ORLANDO INTL AP"
"968062",-79.8961,36.9769,"ROCKY MT"
"968065",-83.4281,45.0606,"ALPENA WWTP"
"968068",-99.235,38.5636,"BISON 3NW"
"968074",-80.2858,25.8175,"HIALEAH"
"968078",-80.0994,26.6847,"WEST PALM BEACH INTL AP"
"968080",-98.0283,41.1222,"CENTRAL CITY"
"968088",-81.0483,29.1828,"DAYTONA BEACH INTL AP"
"968090",-122.8064,48.6117,"OLGA 2 SE"
"968091",-82.0894,28.6664,"BUSHNELL 1 E"
"968092",-81.7019,30.4844,"JACKSONVILLE"
"968096",-94.8342,40.3458,"MARYVILLE 2E"
"968101",-94.3608,46.4119,"GULL LAKE DAM"
"968107",-170.2222,57.1553,"ST PAUL ISLAND AP"
"968110",-80.3164,25.7906,"MIAMI INTL AP"
"968115",-82.3128,31.2514,"WAYCROSS 4 NE"
"968118",-81.4239,28.2764,"KISSIMMEE 2"
"968124",-81.7233,28.4558,"CLERMONT 9 S"
"968129",-94.8278,33.9336,"IDABEL"
"968132",-76.3,34.9833,"CEDAR ISLAND"
"968134",-81.5161,29.425,"CRESCENT CITY"
"968137",-78.6497,37.0522,"CHARLOTTE COURT HOUSE"
"968138",-78.4119,36.3481,"HENDERSON 2 NNW"
"968139",-81.3331,28.5453,"ORLANDO EXECUTIVE AP"
"968141",-94.1089,46.6694,"PINE RIVER DAM"
"968146",-95.0039,41.4175,"ATLANTIC 1 NE"
"968147",-76.175,36.2606,"ELIZABETH CITY CGAS"
"968148",-77.3833,34.7,"NEW RIVER MCAF"
"968150",-78.6989,35.7944,"RALEIGH STATE UNIV"
"968152",-96.9194,42.7625,"VERMILLION 2 SE"
"968154",-95.2419,41.0036,"RED OAK"
"968156",-81.3908,31.1522,"BRUNSWICK MALCOLM MCKINNON AP"
"968157",-79.4103,36.8225,"CHATHAM"
"968159",-79.9722,35.9672,"HIGH POINT"
"968161",-82.4492,35.3297,"HENDERSONVILLE 1 NE"
"968164",-82.1422,28.0236,"PLANT CITY"
"968166",-81.6628,34.6053,"UNION 8 S"
"968169",-95.2178,38.28,"GARNETT 1 E"
"968170",-81.5206,34.635,"SANTUCK"
"968171",-91.8047,46.245,"GORDON"
"968172",-80.0272,36.7764,"PHILPOTT DAM 2"
"968179",-105.83,47.2875,"BROCKWAY 3 WSW"
"968182",-112.5711,42.9203,"POCATELLO RGNL AP"
"968183",-113.8953,44.5664,"MAY 2SSE"
"968186",-104.1467,47.7283,"SIDNEY"
"968189",-119.1011,46.2111,"KENNEWICK"
"968191",-104.3378,47.4536,"SAVAGE"
"968199",-118.9997,47.9544,"COULEE DAM 1 SW"
"968201",-112.3531,43.1969,"BLACKFOOT FIRE DEPT"
"968202",-110.7669,48.5617,"JOPLIN"
"968204",-155.0531,19.7192,"HILO INTL AP"
"968207",-121.7175,47.8664,"STARTUP 1 E"
"968209",-120.31,47.4289,"WENATCHEE"
"968220",-114.2419,47.6775,"POLSON KERR DAM"
"968221",-115.5392,48.4036,"LIBBY 1 NE RS"
"968223",-110.9553,32.1314,"TUCSON INTL AP"
"968225",-114.5192,42.7325,"JEROME"
"968227",-102.9208,47.8967,"KEENE 3S"
"968229",-105.8825,46.4267,"MILES CITY F WILEY FLD"
"968230",-109.2861,45.1897,"RED LODGE"
"968231",-112.2642,43.9664,"HAMER 4 NW"
"968236",-116.9717,44.0439,"ONTARIO KSRV"
"968241",-109.885,34.7994,"PETRIFIED FOREST NP"
"968249",-122.6486,44.8728,"SILVER CREEK FALLS"
"968251",-104.4478,45.5022,"RIDGEWAY 1 S"
"968260",-111.3822,47.4733,"GREAT FALLS INTL AP"
"968264",-123.4008,47.0092,"ELMA"
"968266",-105.2992,48.5156,"BREDETTE"
"968267",-107.8225,47.0219,"MOSBY 4 ENE"
"968275",-111.2781,47.4883,"GREAT FALLS 16ST"
"968276",-120.675,47.5586,"LEAVENWORTH 3 S"
"968281",-104.8222,41.7594,"CHUGWATER"
"968283",-111.5842,40.6008,"SILVER LAKE BRIGHTON"
"968285",-117.8389,41.5683,"OROVADA 3 W"
"968287",-117.0903,38.0511,"TONOPAH"
"968289",-113.2989,43.6356,"ARCO"
"968290",-117.3625,47.2325,"ROSALIA"
"968293",-113.7622,42.6283,"PAUL 1ENE"
"968297",-116.1047,44.8872,"MC CALL"
"968301",-117.3881,33.9511,"RIVERSIDE FIRE STN 3"
"968306",-117.1861,46.7603,"PULLMAN 2 NW"
"968307",-84.8922,44.3119,"HOUGHTON LAKE 6 WSW"
"968308",-119.3192,47.2078,"MOSES LAKE GRANT CO AP"
"968311",-91.2336,31.9497,"ST JOSEPH 3 N"
"968313",-117.9019,48.5472,"COLVILLE"
"968314",-105.7878,42.8267,"GLENROCK 5 ESE"
"968324",-119.5167,48.4608,"OMAK AP"
"968325",-119.7678,39.1253,"CARSON CITY"
"968327",-111.7275,42.5872,"GRACE"
"968331",-104.9492,42.1106,"WHEATLAND 4 N"
"968335",-123.3275,43.6656,"DRAIN"
"968337",-114.1708,41.2783,"MONTELLO 2NE"
"968338",-115.4522,43.3572,"ANDERSON DAM"
"968339",-123.9303,46.9728,"HOQUIAM BOWERMAN AP"
"968345",-103.7372,48.1375,"WILLISTON EXP FARM"
"968346",-117.8667,48.8742,"NORTHPORT"
"968347",-120.1886,48.4742,"WINTHROP 1 WSW"
"968348",-120.1678,46.5053,"MOXEE CITY 10 E"
"968354",-116.243,46.2325,"NEZPERCE"
"968362",-157.0961,21.1544,"MOLOKAI AP"
"968366",-114.0911,46.5136,"STEVENSVILLE"
"968371",-116.0014,48.08,"HERON 2 NW"
"968372",-119.8525,47.2236,"QUINCY"
"968373",-121.2419,48.6758,"NEWHALEM"
"968382",-118.1447,34.1483,"PASADENA"
"968383",-110.0686,31.7119,"TOMBSTONE"
"968384",-97.7675,29.2283,"NIXON"
"968385",-122.6828,47.5689,"BREMERTON"
"968388",-81.6833,24.5833,"KEY WEST NAS"
"968390",-109.4578,47.0492,"LEWISTOWN MUNI AP"
"968393",-115.5356,46.0931,"FENN RS"
"968394",-112.1472,33.3369,"LAVEEN 3 SSE"
"968395",-95.2819,29.6381,"HOUSTON HOBBY AP"
"968396",-112.2006,44.2436,"DUBOIS EXP STN"
"968399",-112.4086,42.8917,"POCATELLO 2 NE"
"968400",-123.8519,45.4539,"TILLAMOOK"
"968412",-120.6456,47.785,"PLAIN"
"968422",-110.5581,34.3925,"HEBER BLACK MESA RS"
"968428",-102.9181,48.3989,"TIOGA 1E"
"968429",-116.855,46.9603,"POTLATCH 3 NNE"
"968433",-111.9217,33.4258,"TEMPE ASU"
"968434",-116.2933,44.9714,"NEW MEADOWS RS"
"968435",-121.2047,45.6069,"THE DALLES"
"968436",-123.0578,43.7178,"COTTAGE GROVE DAM"
"968439",-122.4433,37.4725,"HALF MOON BAY"
"968440",-119.2633,46.3119,"RICHLAND"
"968441",-104.5164,46.4178,"PLEVNA"
"968445",-112.165,34.305,"CORDES"
"968446",-110.0856,41.3975,"CHURCH BUTTES GAS PLT"
"968449",-123.0275,43.7917,"COTTAGE GROVE 2E"
"968457",-87.0167,30.7167,"WHITING FLD NAS"
"968461",-124.4019,43.1497,"BANDON 2 NNE"
"968462",-121.6036,48.26,"DARRINGTON RS"
"968465",-114.8467,39.2953,"ELY YELLAND FLD AP"
